data_type,setting_data,created_date,updated_date,created_by,page_setting_id,section
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:27,2023-12-06 13:28:27," ",8194,left pannel
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:27,2023-12-06 13:28:27," ",8195,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:27,2023-12-06 13:28:27," ",8196,left pannel middel container
text,welcome sample 30 Nov Data,2023-12-06 13:28:27,2023-12-06 13:28:27," ",8197,sample 30 Nov Data
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:27,2023-12-06 13:28:27," ",8198,sample 30 Nov Data
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:27,2023-12-06 13:28:27," ",8199,left pannel
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:27,2023-12-06 13:28:27," ",8200,left pannel middel container
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:29:30,2023-12-06 13:29:30," ",11049,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:27,2023-12-06 13:28:27," ",8201,left pannel middel container
text,welcome sample 30 Nov Data,2023-12-06 13:28:27,2023-12-06 13:28:27," ",8202,sample 30 Nov Data
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:27,2023-12-06 13:28:27," ",8203,sample 30 Nov Data
data_type,setting_data,2023-12-06 13:28:27,2023-12-06 13:28:27," ",8204,section
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:27,2023-12-06 13:28:27," ",8205,left pannel
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:27,2023-12-06 13:28:27," ",8206,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:27,2023-12-06 13:28:27," ",8207,left pannel middel container
text,welcome sample 30 Nov Data,2023-12-06 13:28:27,2023-12-06 13:28:27," ",8208,sample 30 Nov Data
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:27,2023-12-06 13:28:27," ",8209,sample 30 Nov Data
data_type,setting_data,2023-12-06 13:28:27,2023-12-06 13:28:27," ",8210,section
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:27,2023-12-06 13:28:27," ",8211,left pannel
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:27,2023-12-06 13:28:27," ",8212,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:27,2023-12-06 13:28:27," ",8213,left pannel middel container
text,welcome sample 30 Nov Data,2023-12-06 13:28:27,2023-12-06 13:28:27," ",8214,sample 30 Nov Data
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:27,2023-12-06 13:28:27," ",8215,sample 30 Nov Data
data_type,setting_data,2023-12-06 13:28:27,2023-12-06 13:28:27," ",8216,section
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:27,2023-12-06 13:28:27," ",8217,left pannel
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:27,2023-12-06 13:28:27," ",8218,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:27,2023-12-06 13:28:27," ",8219,left pannel middel container
text,welcome sample 30 Nov Data,2023-12-06 13:28:27,2023-12-06 13:28:27," ",8220,sample 30 Nov Data
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:27,2023-12-06 13:28:27," ",8221,sample 30 Nov Data
data_type,setting_data,2023-12-06 13:28:27,2023-12-06 13:28:27," ",8222,section
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:27,2023-12-06 13:28:27," ",8223,left pannel
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:27,2023-12-06 13:28:27," ",8224,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:27,2023-12-06 13:28:27," ",8225,left pannel middel container
text,welcome sample 30 Nov Data,2023-12-06 13:28:27,2023-12-06 13:28:27," ",8226,sample 30 Nov Data
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:27,2023-12-06 13:28:27," ",8227,sample 30 Nov Data
data_type,setting_data,2023-12-06 13:28:27,2023-12-06 13:28:27," ",8228,section
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:27,2023-12-06 13:28:27," ",8229,left pannel
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:27,2023-12-06 13:28:27," ",8230,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:27,2023-12-06 13:28:27," ",8231,left pannel middel container
text,welcome sample 30 Nov Data,2023-12-06 13:28:27,2023-12-06 13:28:27," ",8232,sample 30 Nov Data
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:27,2023-12-06 13:28:27," ",8233,sample 30 Nov Data
text,welcome to website,2023-12-06 13:28:28,2023-12-06 13:28:28," ",8234,left pannel header
,,2023-12-06 13:28:28,2023-12-06 13:28:28," ",8235,
,,2023-12-06 13:28:28,2023-12-06 13:28:28," ",8236,
logo,uploads/Home/files/logo/1701763423131661892.jpg,2023-12-06 13:28:28,2023-12-06 13:28:28," ",8237,header top logo
logo,uploads/Home/files/logo/1701766269025024929.jpg,2023-12-06 13:28:28,2023-12-06 13:28:28," ",8238,footer email symbol logo
logo,uploads/Home/files/logo/1701766282766341722.jpg,2023-12-06 13:28:28,2023-12-06 13:28:28," ",8239,footer email symbol logo
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:28,2023-12-06 13:28:28," ",8240,left pannel
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:28,2023-12-06 13:28:28," ",8241,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:28,2023-12-06 13:28:28," ",8242,left pannel middel container
text,welcome sample 30 Nov Data,2023-12-06 13:28:28,2023-12-06 13:28:28," ",8243,sample 30 Nov Data
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:28,2023-12-06 13:28:28," ",8244,sample 30 Nov Data
created_by,page_setting_id,2023-12-06 13:28:28,2023-12-06 13:28:28," ",8245,updated_date
text,welcome sample 30 Nov Data,2023-12-06 13:28:28,2023-12-06 13:28:28," ",8246,sample 30 Nov Data
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:28,2023-12-06 13:28:28," ",8247,sample 30 Nov Data
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:28,2023-12-06 13:28:28," ",8248,left pannel
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:28,2023-12-06 13:28:28," ",8249,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:28,2023-12-06 13:28:28," ",8250,left pannel middel container
data_type,setting_data,2023-12-06 13:28:28,2023-12-06 13:28:28," ",8251,section
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:28,2023-12-06 13:28:28," ",8252,left pannel
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:28,2023-12-06 13:28:28," ",8253,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:28,2023-12-06 13:28:28," ",8254,left pannel middel container
text,welcome sample 30 Nov Data,2023-12-06 13:28:28,2023-12-06 13:28:28," ",8255,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:28:28,2023-12-06 13:28:28," ",8256,sample 30 Nov Data
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:28,2023-12-06 13:28:28," ",8257,sample 30 Nov Data
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:28,2023-12-06 13:28:28," ",8258,left pannel
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:28,2023-12-06 13:28:28," ",8259,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:28,2023-12-06 13:28:28," ",8260,left pannel middel container
data_type,setting_data,2023-12-06 13:28:28,2023-12-06 13:28:28," ",8261,section
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:28,2023-12-06 13:28:28," ",8262,left pannel
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:28,2023-12-06 13:28:28," ",8263,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:28,2023-12-06 13:28:28," ",8264,left pannel middel container
text,welcome sample 30 Nov Data,2023-12-06 13:28:28,2023-12-06 13:28:28," ",8265,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:28:28,2023-12-06 13:28:28," ",8266,sample 30 Nov Data
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:28,2023-12-06 13:28:28," ",8267,sample 30 Nov Data
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:28,2023-12-06 13:28:28," ",8268,left pannel
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:28,2023-12-06 13:28:28," ",8269,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:28,2023-12-06 13:28:28," ",8270,left pannel middel container
data_type,setting_data,2023-12-06 13:28:28,2023-12-06 13:28:28," ",8271,section
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:28,2023-12-06 13:28:28," ",8272,left pannel
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:28,2023-12-06 13:28:28," ",8273,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:28,2023-12-06 13:28:28," ",8274,left pannel middel container
text,welcome sample 30 Nov Data,2023-12-06 13:28:28,2023-12-06 13:28:28," ",8275,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:28:29,2023-12-06 13:28:29," ",8276,sample 30 Nov Data
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:29,2023-12-06 13:28:29," ",8277,sample 30 Nov Data
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:29,2023-12-06 13:28:29," ",8278,left pannel
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:29,2023-12-06 13:28:29," ",8279,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:29,2023-12-06 13:28:29," ",8280,left pannel middel container
data_type,setting_data,2023-12-06 13:28:29,2023-12-06 13:28:29," ",8281,section
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:29,2023-12-06 13:28:29," ",8282,left pannel
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:29,2023-12-06 13:28:29," ",8283,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:29,2023-12-06 13:28:29," ",8284,left pannel middel container
text,welcome sample 30 Nov Data,2023-12-06 13:28:29,2023-12-06 13:28:29," ",8285,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:28:29,2023-12-06 13:28:29," ",8286,sample 30 Nov Data
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:29,2023-12-06 13:28:29," ",8287,sample 30 Nov Data
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:29,2023-12-06 13:28:29," ",8288,left pannel
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:29,2023-12-06 13:28:29," ",8289,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:29,2023-12-06 13:28:29," ",8290,left pannel middel container
data_type,setting_data,2023-12-06 13:28:29,2023-12-06 13:28:29," ",8291,section
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:29,2023-12-06 13:28:29," ",8292,left pannel
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:29,2023-12-06 13:28:29," ",8293,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:29,2023-12-06 13:28:29," ",8294,left pannel middel container
text,welcome sample 30 Nov Data,2023-12-06 13:28:29,2023-12-06 13:28:29," ",8295,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:28:29,2023-12-06 13:28:29," ",8296,sample 30 Nov Data
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:29,2023-12-06 13:28:29," ",8297,sample 30 Nov Data
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:29,2023-12-06 13:28:29," ",8298,left pannel
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:29,2023-12-06 13:28:29," ",8299,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:29,2023-12-06 13:28:29," ",8300,left pannel middel container
data_type,setting_data,2023-12-06 13:28:29,2023-12-06 13:28:29," ",8301,section
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:29,2023-12-06 13:28:29," ",8302,left pannel
text,welcome sample 30 Nov Data,2023-12-06 13:28:29,2023-12-06 13:28:29," ",8311,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:29,2023-12-06 13:28:29," ",8303,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:29,2023-12-06 13:28:29," ",8304,left pannel middel container
text,welcome sample 30 Nov Data,2023-12-06 13:28:29,2023-12-06 13:28:29," ",8305,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:28:29,2023-12-06 13:28:29," ",8306,imported section from xlsx
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:29,2023-12-06 13:28:29," ",8307,imported section from xlsx
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:29,2023-12-06 13:28:29," ",8308,imported section from xlsx
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:29,2023-12-06 13:28:29," ",8309,imported section from xlsx
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:29,2023-12-06 13:28:29," ",8310,imported section from xlsx
text,welcome sample 30 Nov Data,2023-12-06 13:29:30,2023-12-06 13:29:30," ",11050,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:29:30,2023-12-06 13:29:30," ",11051,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:29:30,2023-12-06 13:29:30," ",11052,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:29:30,2023-12-06 13:29:30," ",11053,left pannel
logo,uploads/Home/files/logo/1701766282766341722.jpg,2023-12-06 13:29:30,2023-12-06 13:29:30," ",11054,footer email symbol logo
logo,uploads/Home/files/logo/1701766269025024929.jpg,2023-12-06 13:29:30,2023-12-06 13:29:30," ",11055,footer email symbol logo
logo,uploads/Home/files/logo/1701763423131661892.jpg,2023-12-06 13:29:30,2023-12-06 13:29:30," ",11056,header top logo 
,,2023-12-06 13:29:30,2023-12-06 13:29:30," ",11057,
text,welcome to website,2023-12-06 13:29:30,2023-12-06 13:29:30," ",11058,left pannel header
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:29:30,2023-12-06 13:29:30," ",11059,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:29:30,2023-12-06 13:29:30," ",11060,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:29:30,2023-12-06 13:29:30," ",11061,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:29:30,2023-12-06 13:29:30," ",11062,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:29:30,2023-12-06 13:29:30," ",11063,left pannel
data_type,setting_data,2023-12-06 13:29:30,2023-12-06 13:29:30," ",11064,section
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:29:30,2023-12-06 13:29:30," ",11065,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:29:30,2023-12-06 13:29:30," ",11066,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:29:30,2023-12-06 13:29:30," ",11067,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:29:30,2023-12-06 13:29:30," ",11068,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:29:30,2023-12-06 13:29:30," ",11069,left pannel
data_type,setting_data,2023-12-06 13:29:30,2023-12-06 13:29:30," ",11070,section
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:29:30,2023-12-06 13:29:30," ",11071,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:29:30,2023-12-06 13:29:30," ",11072,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:29:30,2023-12-06 13:29:30," ",11073,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:29:30,2023-12-06 13:29:30," ",11074,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:29:30,2023-12-06 13:29:30," ",11075,left pannel
data_type,setting_data,2023-12-06 13:29:30,2023-12-06 13:29:30," ",11076,section
,,2023-12-06 13:29:30,2023-12-06 13:29:30," ",11077,
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:29:30,2023-12-06 13:29:30," ",11078,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:29:30,2023-12-06 13:29:30," ",11079,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:29:30,2023-12-06 13:29:30," ",11080,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:29:30,2023-12-06 13:29:30," ",11081,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:29:30,2023-12-06 13:29:30," ",11082,left pannel
data_type,setting_data,2023-12-06 13:29:31,2023-12-06 13:29:31," ",11083,section
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:29:31,2023-12-06 13:29:31," ",11084,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:29:31,2023-12-06 13:29:31," ",11085,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:29:31,2023-12-06 13:29:31," ",11086,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:29:31,2023-12-06 13:29:31," ",11087,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:29:31,2023-12-06 13:29:31," ",11088,left pannel
data_type,setting_data,2023-12-06 13:29:31,2023-12-06 13:29:31," ",11089,section
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:29:31,2023-12-06 13:29:31," ",11090,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:29:31,2023-12-06 13:29:31," ",11091,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:29:31,2023-12-06 13:29:31," ",11092,left pannel middel container
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:29,2023-12-06 13:28:29," ",8312,sample 30 Nov Data
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:29,2023-12-06 13:28:29," ",8313,left pannel
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:29,2023-12-06 13:28:29," ",8314,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:29,2023-12-06 13:28:29," ",8315,left pannel middel container
data_type,setting_data,2023-12-06 13:28:29,2023-12-06 13:28:29," ",8316,section
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8317,left pannel
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8318,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8319,left pannel middel container
text,welcome sample 30 Nov Data,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8320,sample 30 Nov Data
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8321,sample 30 Nov Data
data_type,setting_data,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8322,section
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8323,left pannel
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8324,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8325,left pannel middel container
text,welcome sample 30 Nov Data,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8326,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8327,sample 30 Nov Data
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8328,sample 30 Nov Data
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8329,sample 30 Nov Data
data_type,setting_data,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8330,section
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8331,left pannel
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8332,left pannel
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8333,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8334,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8335,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8336,left pannel middel container
text,welcome sample 30 Nov Data,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8337,sample 30 Nov Data
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8338,sample 30 Nov Data
data_type,setting_data,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8339,section
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8340,left pannel
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8341,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8342,left pannel middel container
text,welcome sample 30 Nov Data,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8343,sample 30 Nov Data
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8344,sample 30 Nov Data
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8345,left pannel
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8346,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8347,left pannel middel container
text,welcome sample 30 Nov Data,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8348,sample 30 Nov Data
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8349,sample 30 Nov Data
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8350,left pannel
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8351,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8352,left pannel middel container
text,welcome sample 30 Nov Data,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8353,sample 30 Nov Data
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8354,sample 30 Nov Data
data_type,setting_data,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8355,section
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8356,left pannel
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8357,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8358,left pannel middel container
text,welcome sample 30 Nov Data,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8359,sample 30 Nov Data
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8360,sample 30 Nov Data
data_type,setting_data,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8361,section
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8362,left pannel
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8363,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8364,left pannel middel container
text,welcome sample 30 Nov Data,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8365,sample 30 Nov Data
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:30,2023-12-06 13:28:30," ",8366,sample 30 Nov Data
,,2023-12-06 13:28:31,2023-12-06 13:28:31," ",8367,
data_type,setting_data,2023-12-06 13:28:31,2023-12-06 13:28:31," ",8368,section
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:31,2023-12-06 13:28:31," ",8369,left pannel
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:31,2023-12-06 13:28:31," ",8370,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:31,2023-12-06 13:28:31," ",8371,left pannel middel container
text,welcome sample 30 Nov Data,2023-12-06 13:28:31,2023-12-06 13:28:31," ",8372,sample 30 Nov Data
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:31,2023-12-06 13:28:31," ",8373,sample 30 Nov Data
data_type,setting_data,2023-12-06 13:28:31,2023-12-06 13:28:31," ",8374,section
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:31,2023-12-06 13:28:31," ",8375,left pannel
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:28:31,2023-12-06 13:28:31," ",8376,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:28:31,2023-12-06 13:28:31," ",8377,left pannel middel container
text,welcome sample 30 Nov Data,2023-12-06 13:28:31,2023-12-06 13:28:31," ",8378,sample 30 Nov Data
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:28:31,2023-12-06 13:28:31," ",8379,sample 30 Nov Data
data_type,setting_data,2023-12-06 13:28:31,2023-12-06 13:28:31," ",8380,section
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:28:31,2023-12-06 13:28:31," ",8381,left pannel
